dst_host_serror_rate,dst_host_diff_srv_rate,diff_srv_rate,land,dst_host_srv_serror_rate,dst_host_count,udp,num_compromised,dst_host_srv_count,dst_host_same_srv_rate,HASH3,srv_count,dst_host_same_src_port_rate,count,wrong_fragment,dst_host_rerror_rate,srv_diff_host_rate,src_bytes,dst_bytes,HASH5,CATEGORY
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.0669291338582677,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,1.0,0.0,0,0.0,0.0472440944881889,0,0.0,0.0039370078740157,0.08,0.0,0.0,0.08,0.0,0.0,0.92,0.0,0.0,0.0,0.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.5039370078740157,1.0,-1.0,0.0215686274509803,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.2283464566929134,1.0,-1.0,0.0392156862745098,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.1299212598425196,1.0,-1.0,0.0176470588235294,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.4173228346456692,1.0,-1.0,0.0803921568627451,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.3425196850393701,1.0,-1.0,0.0431372549019607,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0118110236220472,0,0.0,0.1220472440944882,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.7637795275590551,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.3346456692913386,1.0,-1.0,0.0137254901960784,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.0748031496062992,1.0,-1.0,0.0705882352941176,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,1.0,0.0,0,0.0,0.2637795275590551,0,0.0,0.0039370078740157,0.01,1.0,0.0,0.01,0.0,0.0,0.91,0.0,0.0,0.0,-1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.1062992125984252,1.0,-1.0,0.088235294117647,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.5826771653543307,1.0,-1.0,0.0823529411764705,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.3149606299212598,1.0,-1.0,0.0568627450980392,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,1.0,0.0,0,0.0,0.1614173228346456,0,0.0,0.0039370078740157,0.02,0.0,0.0,0.02,0.0,0.0,0.95,0.0,0.0,0.0,0.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.9448818897637796,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,1.0,0.0,0,0.0,0.1732283464566929,0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.91,0.0,0.0,0.0,0.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.7244094488188977,1.0,-1.0,0.0666666666666666,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.2401574803149606,1.0,-1.0,0.088235294117647,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.3346456692913386,1.0,-1.0,0.0039215686274509,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.1141732283464567,1.0,-1.0,0.0901960784313725,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.3346456692913386,1.0,-1.0,0.0235294117647058,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.547244094488189,1.0,-1.0,0.0039215686274509,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.968503937007874,1.0,-1.0,0.0137254901960784,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,1.0,0.0,0,0.0,0.0708661417322834,0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.84,0.0,0.0,0.0,0.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,1.0,1.0,-1.0,0.092156862745098,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.5393700787401575,1.0,-1.0,0.0862745098039215,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.2716535433070866,1.0,-1.0,0.0607843137254901,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.2637795275590551,1.0,-1.0,0.0686274509803921,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.3976377952755905,1.0,-1.0,0.0117647058823529,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.8267716535433071,1.0,-1.0,0.0254901960784313,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.2874015748031496,1.0,-1.0,0.0627450980392156,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,1.0,0.0,0,0.0,0.0196850393700787,0,0.0,0.3031496062992126,0.17,0.0,0.0,0.17,0.0,0.0,0.83,0.0,0.0,1.6308073486508854e-05,-2.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.3661417322834646,1.0,-1.0,0.0235294117647058,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,1.0,0.0,0,0.0,0.2598425196850393,0,0.0,0.0039370078740157,0.01,0.0,0.0,0.01,0.0,0.0,0.91,0.0,0.0,0.0,0.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.1653543307086614,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.7598425196850394,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.1771653543307086,1.0,-1.0,0.092156862745098,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.4094488188976378,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,1.0,0.0,0,0.0,0.1889763779527559,0,0.0,0.0039370078740157,0.02,0.0,0.0,0.02,0.0,0.0,0.9,0.0,0.0,0.0,0.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.5236220472440944,1.0,-1.0,0.0725490196078431,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1.0,-1.0,0.0686274509803921,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,1.0,0.0,0,0.0,0.1417322834645669,0,0.0,0.0039370078740157,0.03,0.0,0.0,0.03,0.0,0.0,0.86,0.0,0.0,0.0,0.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0118110236220472,1.0,-1.0,0.0137254901960784,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.7559055118110236,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.2834645669291338,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.0984251968503937,1.0,-1.0,0.0078431372549019,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.5196850393700787,1.0,-1.0,0.096078431372549,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.4724409448818897,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7156330492417675e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.0039370078740157,1.0,-1.0,0.0803921568627451,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.3346456692913386,1.0,-1.0,0.0509803921568627,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.1259842519685039,1.0,-1.0,0.0431372549019607,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.3858267716535433,1.0,-1.0,0.088235294117647,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,1.0,1.0,-1.0,0.0705882352941176,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0039370078740157,0,0.0,0.1771653543307086,1.0,-1.0,0.0490196078431372,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0826771653543307,1.0,-1.0,0.0392156862745098,1.0,0.0,0.0,0.0,1.0,2.0958369107741185e-08,0.0,1.0,PROBE
